"_time","ac_power","total-cpu-utilization","total-disk-accesses","total-disk-blocks","total-disk-utilization","total-instructions_retired","total-last_level_cache_references","total-memory_bus_transactions","total-unhalted_core_cycles"
"20:46:10 2008-Apr-22","225.0","19.64",0,0,0,516135406,35739638,1328621,508838298
"20:46:11 2008-Apr-22","226.0","19.54",0,0,0,535524963,37086675,1393938,524703234
"20:46:12 2008-Apr-22","226.0","20.44","0.95","7.62","2.29",525722044,36411510,1358127,515015868
"20:46:13 2008-Apr-22","227.0","19.91","13.33",160,"6.86",532367457,36859463,1392736,522519938
"20:46:14 2008-Apr-22","226.0","19.64",0,0,0,528960791,36623320,1363139,516647454
"20:46:15 2008-Apr-22","226.0","19.92",0,0,0,526024307,36413788,1368125,515917576
"20:46:16 2008-Apr-22","226.0","19.26",0,0,0,533118489,36893719,1387280,523459336
"20:46:17 2008-Apr-22","227.0","20.44","0.99","7.92","1.98",529169407,36639780,1385079,520261817
"20:46:18 2008-Apr-22","226.0","19.45",0,0,0,526236157,36447044,1376486,519525057
"20:46:19 2008-Apr-22","226.0","19.64","12.26","135.85","7.17",523787221,36269754,1363688,513719250
"20:46:20 2008-Apr-22","227.0","20.00",0,0,0,528158470,36568653,1367273,517447135
"20:46:21 2008-Apr-22","227.0","19.74",0,0,0,525864149,36413679,1366053,515567453
"20:46:22 2008-Apr-22","226.0","19.91","0.98","7.84","1.96",535280949,37049004,1380607,524661108
"20:46:23 2008-Apr-22","226.0","19.82",0,0,0,516374956,35749391,1344585,510342186
"20:46:24 2008-Apr-22","227.0","20.01","12.62","155.34","7.38",535132382,37047916,1379002,523344885
"20:46:25 2008-Apr-22","225.0","21.90",0,0,0,638186782,36612308,1727506,574831957
"20:46:26 2008-Apr-22","226.0","22.72",0,0,0,648873612,37370406,1749147,585247441
"20:46:27 2008-Apr-22","227.0","18.84","0.97","7.77","1.55",535185855,37078933,1389781,523709054
"20:46:28 2008-Apr-22","227.0","19.64",0,0,0,527767780,36543825,1374377,517537584
"20:46:29 2008-Apr-22","227.0","20.10","12.75","156.86","7.45",533491130,36930243,1383299,523009154
"20:46:30 2008-Apr-22","226.0","20.01",0,0,0,525952052,36424087,1359127,525866506
"20:46:31 2008-Apr-22","226.0","20.88",0,0,0,525746330,36401314,1372005,519522269
"20:46:32 2008-Apr-22","226.0","18.59","1.96","15.69","3.14",506661892,35086028,1310890,496908333
"20:46:33 2008-Apr-22","227.0","21.16",0,0,0,487751307,33792057,1278497,490526182
"20:46:34 2008-Apr-22","226.0","19.80","12.75","141.18","7.45",488435138,33835757,1258583,489649280
"20:46:35 2008-Apr-22","225.0","19.33",0,0,0,486128694,33677407,1257800,487304189
"20:46:36 2008-Apr-22","224.0","19.90",0,0,0,487729297,33792462,1266584,489225832
"20:46:37 2008-Apr-22","225.0","20.20","13.73","149.02","5.88",487519518,33765891,1270750,488575793
"20:46:38 2008-Apr-22","225.0","20.00",0,0,0,487604156,33765370,1263118,489104238
"20:46:39 2008-Apr-22","224.0","20.28","17.82","261.39","8.71",487593283,33774821,1276599,490099281
"20:46:40 2008-Apr-22","225.0","20.78",0,0,0,490041805,33934105,1265381,491672172
"20:46:41 2008-Apr-22","225.0","19.42",0,0,0,489536965,33915838,1281762,491086547
"20:46:42 2008-Apr-22","225.0","11.74","20.95","167.62","11.81",530342454,36761908,1369101,518895017
"20:46:43 2008-Apr-22","224.0","13.19",0,0,0,516048484,35748514,1340909,507516172
"20:46:44 2008-Apr-22","226.0","20.19",12,144,"8.4",487344634,33757259,1258592,487988615
"20:46:45 2008-Apr-22","226.0","19.80",0,0,0,496828691,34424793,1286256,497919235
"20:46:46 2008-Apr-22","225.0","20.30",0,0,0,487414439,33749365,1256100,488487391
"20:46:47 2008-Apr-22","225.0","20.10","1.9","15.24","2.67",490723976,33773473,1311453,491282986
"20:46:48 2008-Apr-22","225.0","20.00",0,0,0,487691778,33773886,1265681,489977950
"20:46:49 2008-Apr-22","225.0","20.32",14,160,"7.6",487654193,33772474,1274817,490167892
"20:46:50 2008-Apr-22","225.0","19.90",0,0,0,491405461,34035201,1265374,492496894
"20:46:51 2008-Apr-22","225.0","21.06",0,0,0,483522738,33495092,1258943,485554152
"20:46:52 2008-Apr-22","225.0","20.00","1.92","15.38","3.08",487464591,33755560,1256617,489346928
"20:46:53 2008-Apr-22","226.0","19.33",0,0,0,487467477,33769987,1269872,489659601
"20:46:54 2008-Apr-22","224.0","19.80","12.62","139.81","7.38",496850220,34424628,1286115,498208452
"20:46:55 2008-Apr-22","224.0","20.29",0,0,0,487497534,33751882,1261691,488273712
"20:46:56 2008-Apr-22","225.0","20.19",0,0,0,492060816,34070178,1275134,494226657
"20:46:57 2008-Apr-22","226.0","19.90",1,8,2,483089398,33450855,1253267,484821787
"20:46:58 2008-Apr-22","225.0","19.42",0,0,0,487244558,33736927,1256345,487603970
"20:46:59 2008-Apr-22","224.0","20.96","13.46","153.85","6.92",497125422,34433974,1290806,499522189
"20:47:00 2008-Apr-22","225.0","19.90",0,0,0,493207716,34165083,1267329,493222107
"20:47:01 2008-Apr-22","226.0","19.33",0,0,0,497086423,34425536,1287133,498019269
"20:47:02 2008-Apr-22","226.0","20.20",1,8,2,481331377,33332675,1242588,481995189
"20:47:03 2008-Apr-22","224.0","19.80",0,0,0,496825237,34416352,1286733,497820949
"20:47:04 2008-Apr-22","225.0","20.29","12.5","138.46","7.31",487466226,33758073,1257621,488475481
"20:47:05 2008-Apr-22","224.0","19.33",0,0,0,487250615,33741939,1261031,488042890
"20:47:06 2008-Apr-22","225.0","20.00",0,0,0,484360800,33539109,1246400,485130747
"20:47:07 2008-Apr-22","224.0","21.06","0.99","7.92","1.58",490276336,33956834,1269848,491699385
"20:47:08 2008-Apr-22","225.0","19.90",0,0,0,477875920,33092716,1229574,478965283
"20:47:09 2008-Apr-22","225.0","19.33","17.48","279.61","6.99",496952867,34429559,1289880,498835346
"20:47:10 2008-Apr-22","225.0","19.90",0,0,0,487314251,33755032,1251405,488416506
"20:47:11 2008-Apr-22","224.0","20.20",0,0,0,487491902,33775253,1268540,488797990
"20:47:12 2008-Apr-22","225.0","20.00","4.76","38.1","4.57",495717702,34338056,1282850,497313619
"20:47:13 2008-Apr-22","225.0","20.20",0,0,0,498562818,34522728,1301711,501223455
"20:47:14 2008-Apr-22","225.0","20.20","15.24","167.62","7.62",487502704,33758281,1259884,489000409
"20:47:15 2008-Apr-22","224.0","21.09",0,0,0,487331934,33747409,1261641,488635133
"20:47:16 2008-Apr-22","225.0","19.90",0,0,0,496677673,34402050,1289226,499330458
"20:47:17 2008-Apr-22","225.0","19.23",19,152,"10.8",478568969,33151326,1244928,480192717
"20:47:18 2008-Apr-22","225.0","20.00",0,0,0,486897842,33722705,1253214,487443073
"20:47:19 2008-Apr-22","225.0","21.92",14,160,"7.2",488141999,33808360,1266721,489874913
"20:47:20 2008-Apr-22","225.0","20.89",0,0,0,496814207,34411529,1277416,496868076
"20:47:21 2008-Apr-22","225.0","15.18",0,0,0,516542218,35794021,1338681,505525924
"20:47:22 2008-Apr-22","225.0","15.23","8.08","64.65","4.85",505789106,35027774,1304724,500013455
"20:47:23 2008-Apr-22","226.0","20.89",0,0,0,496890828,34409927,1286224,497045425
"20:47:24 2008-Apr-22","225.0","12.45","12.75","141.18","6.67",525238864,36395612,1359190,513804343
"20:47:25 2008-Apr-22","226.0","14.41",0,0,0,506397960,35076812,1309157,499984372
"20:47:26 2008-Apr-22","225.0","20.32",0,0,0,487406545,33744175,1254592,488478883
"20:47:27 2008-Apr-22","224.5","21.56","1.92","23.08","3.46",487399634,33764417,1260040,487830488
"20:47:28 2008-Apr-22","224.0","20.32",0,0,0,498797775,34554739,1284507,498607113
"20:47:29 2008-Apr-22","225.0","10.80","12.87","150.5","6.73",523290382,36271763,1358855,512107132
"20:47:30 2008-Apr-22","224.0","12.07",0,0,0,518085476,35898001,1334729,507240119
"20:47:31 2008-Apr-22","225.0","20.10",0,0,0,487067759,33733975,1263902,488070510
"20:47:32 2008-Apr-22","226.0","20.70","1.9","15.24","3.05",485442765,33608106,1253296,486478722
"20:47:33 2008-Apr-22","225.0","20.30",0,0,0,487470456,33754665,1268772,489102959
"20:47:34 2008-Apr-22","225.0","19.05","17.82","221.78","7.13",627134060,35859786,1695283,568804011
"20:47:35 2008-Apr-22","224.0","19.90",0,0,0,602452302,34156294,1627745,550512296
"20:47:36 2008-Apr-22","226.0","15.67",0,0,0,516026797,35750157,1341471,506680944
"20:47:37 2008-Apr-22","225.0","20.28","1.01","8.08","2.42",487479561,33767227,1269735,487792980
"20:47:38 2008-Apr-22","227.0","20.10",0,0,0,496819566,34404338,1280913,497579979
"20:47:39 2008-Apr-22","225.0","19.24","13.33","190.48","6.86",497067313,34424509,1298957,498745023
"20:47:40 2008-Apr-22","225.0","20.89",0,0,0,491340963,34027522,1265383,491607670
"20:47:41 2008-Apr-22","225.0","19.33",0,0,0,483288063,33470754,1251259,484339804
"20:47:42 2008-Apr-22","226.0","21.06","0.96","7.69","1.92",496775041,34411661,1280533,496925624
"20:47:43 2008-Apr-22","224.0","19.33",0,0,0,496947075,34423332,1287855,497831842
"20:47:44 2008-Apr-22","224.0","20.78","13.59","155.34","7.38",496994882,34425823,1285271,498370232
"20:47:45 2008-Apr-22","225.0","20.19",0,0,0,487289263,33752040,1259545,485714070
"20:47:46 2008-Apr-22","225.0","9.82",0,0,0,534730606,37064916,1379984,522292358
"20:47:47 2008-Apr-22","224.0","16.95","4.04","32.32","2.83",500462881,34454064,1342599,495654386
"20:47:48 2008-Apr-22","226.0","20.00",0,0,0,496672973,34396912,1279756,497322839
"20:47:49 2008-Apr-22","226.0","20.10","15.24","167.62","9.14",497087079,34439454,1295210,498847993
"20:47:50 2008-Apr-22","225.0","19.42",0,0,0,484673370,33566108,1253597,486561037
"20:47:51 2008-Apr-22","225.0","20.19",0,0,0,490648072,33984171,1282933,493363532
"20:47:52 2008-Apr-22","225.0","19.90","14.42","115.38","10.38",496845953,34425427,1286941,497971682
"20:47:53 2008-Apr-22","225.0","20.20",0,0,0,486059397,33670792,1266959,487696356
"20:47:54 2008-Apr-22","225.0","20.10","13.59","155.34","6.99",489165457,33884804,1275324,491634166
"20:47:55 2008-Apr-22","224.0","19.33",0,0,0,496817401,34416516,1286437,497506286
"20:47:56 2008-Apr-22","226.0","20.89",0,0,0,478117262,33112624,1239308,479638827
"20:47:57 2008-Apr-22","225.0","20.00","8.57","68.57","4.95",487411588,33758145,1266892,489027636
"20:47:58 2008-Apr-22","225.0","19.24",0,0,0,487249219,33746395,1257300,488135189
"20:47:59 2008-Apr-22","225.0","19.90",0,0,0,497001398,34435877,1296071,498601186
"20:48:00 2008-Apr-22","224.0","13.53","12.62","139.81","6.99",525027032,36380356,1352037,513037437
"20:48:01 2008-Apr-22","224.0","20.18",0,0,0,489050063,33879279,1269000,489070165
"20:48:02 2008-Apr-22","226.0","20.10",8,64,"4.8",485771408,33649943,1253293,486195307
"20:48:03 2008-Apr-22","226.0","16.55",0,0,0,505718840,35029329,1308977,502729656
"20:48:04 2008-Apr-22","224.0","19.90",0,0,0,488166146,33807958,1261368,489378494
"20:48:05 2008-Apr-22","224.0","21.16",21,288,8,477887892,33096154,1239473,478518374
"20:48:06 2008-Apr-22","225.0","19.24",0,0,0,496879569,34401293,1280494,498236543
"20:48:07 2008-Apr-22","225.0","20.00","1.92","15.38","2.31",496835726,34408167,1287394,498207922
"20:48:08 2008-Apr-22","224.0","21.06",0,0,0,477785844,33086895,1227530,478528491
"20:48:09 2008-Apr-22","224.0","19.90",0,0,0,496923359,34421960,1290096,498628891
"20:48:10 2008-Apr-22","225.0","19.33",13,144,"7.2",478533271,33147153,1237441,479472453
"20:48:11 2008-Apr-22","224.0","19.90",0,0,0,496305994,34394414,1290404,497617454
"20:48:12 2008-Apr-22","225.0","12.82","1.96","15.69","3.14",525196679,36394121,1357371,513841313
"20:48:13 2008-Apr-22","225.0","11.76",0,0,0,534739664,37057988,1385755,522821244
"20:48:14 2008-Apr-22","226.0","11.59",0,0,0,515801858,35735564,1328782,504975035
"20:48:15 2008-Apr-22","227.0","20.00","12.75","156.86","6.67",496917631,34411520,1289169,497597028
"20:48:16 2008-Apr-22","226.0","19.33",0,0,0,478076990,33108344,1236021,479538613
"20:48:17 2008-Apr-22","225.0","19.90","1.92","15.38","3.08",493671908,34198392,1284483,495636456
"20:48:18 2008-Apr-22","225.0","20.30",0,0,0,481150410,33318198,1237658,480989546
"20:48:19 2008-Apr-22","225.0","19.80",0,0,0,496872909,34428343,1290371,497984709
"20:48:20 2008-Apr-22","224.0","21.37","11.54","138.46","6.54",480794951,33297348,1238206,482252427
"20:48:21 2008-Apr-22","225.0","19.24",0,0,0,494146155,34225017,1280352,493947334
"20:48:22 2008-Apr-22","225.0","19.90","3.85","30.77","2.69",496753263,34407266,1277985,497831075
"20:48:23 2008-Apr-22","225.0","20.19",0,0,0,477958476,33092724,1236498,479163309
"20:48:24 2008-Apr-22","225.0","19.90",0,0,0,496782820,34398848,1280366,497353986
"20:48:25 2008-Apr-22","224.0","20.20","15.38","184.62","7.69",497040987,34430478,1292619,499006434
"20:48:26 2008-Apr-22","225.0","19.33",0,0,0,478084003,33109283,1237174,479671253
"20:48:27 2008-Apr-22","224.0","19.90","13.46","107.69","9.23",496839402,34415415,1284860,497265260
"20:48:28 2008-Apr-22","225.0","21.16",0,0,0,487444763,33754615,1251904,488172888
"20:48:29 2008-Apr-22","224.0","19.80",0,0,0,487296981,33754077,1260630,488167169
"20:48:30 2008-Apr-22","225.0","19.42","13.46","153.85","7.31",487552534,33767814,1260851,488955463
"20:48:31 2008-Apr-22","224.0","20.20",0,0,0,487418657,33772122,1268268,489500031
"20:48:32 2008-Apr-22","225.0","19.90","1.92","23.08","2.31",496178101,34365215,1281095,497284876
"20:48:33 2008-Apr-22","225.0","20.10",0,0,0,478730365,33143245,1243451,480088702
"20:48:34 2008-Apr-22","224.0","19.90",0,0,0,496702110,34407602,1277114,497378849
"20:48:35 2008-Apr-22","225.0","19.51","16.35","253.85","6.92",478133292,33111568,1243620,480453055
"20:48:36 2008-Apr-22","224.0","19.90",0,0,0,496946790,34430440,1288397,498304695
"20:48:37 2008-Apr-22","225.0","20.96","8.65","69.23",5,478047818,33114192,1241318,479515579
"20:48:38 2008-Apr-22","225.0","20.00",0,0,0,487273714,33754387,1254222,487567993
"20:48:39 2008-Apr-22","225.0","19.80",0,0,0,487285972,33747370,1262338,488029493
"20:48:40 2008-Apr-22","224.0","19.42","13.46","153.85","6.54",478043815,33102366,1237980,480037836
"20:48:41 2008-Apr-22","225.0","20.10",0,0,0,496940261,34419089,1288683,498884904
"20:48:42 2008-Apr-22","225.0","20.00",8,64,"4.4",477867494,33074519,1230024,478559465
"20:48:43 2008-Apr-22","224.0","22.24",0,0,0,608002164,34534446,1645341,555959088
"20:48:44 2008-Apr-22","225.0","20.00",0,0,0,477858495,33079596,1229829,478904590
"20:48:45 2008-Apr-22","224.0","20.00",13,144,"7.2",602558977,34174408,1618037,551968968
"20:48:46 2008-Apr-22","225.0","15.41",0,0,0,525262813,36384017,1375317,514721419
"20:48:47 2008-Apr-22","224.0","11.87","0.99","7.92","2.77",519022776,35756267,1386928,508551527
"20:48:48 2008-Apr-22","227.0","20.89",0,0,0,496834351,34409802,1283772,497979658
"20:48:49 2008-Apr-22","226.0","19.24",0,0,0,486506017,33687672,1256171,486673843
"20:48:50 2008-Apr-22","225.0","21.06",0,0,0,488285695,33820090,1271908,490650596
"20:48:51 2008-Apr-22","224.0","19.90","13.33","152.38","6.86",496907053,34433274,1293192,498789986
"20:48:52 2008-Apr-22","224.0","19.33",2,16,"3.2",477974637,33093061,1236076,478724759
"20:48:53 2008-Apr-22","225.0","19.90",0,0,0,496870502,34427604,1291103,498596847
"20:48:54 2008-Apr-22","224.0","20.20",0,0,0,496723678,34408739,1279100,497464901
"20:48:55 2008-Apr-22","224.0","20.19",0,0,0,478765843,33150190,1243407,481039644
"20:48:56 2008-Apr-22","224.0","19.42",13,144,"6.4",496383491,34393154,1292402,498667018
"20:48:57 2008-Apr-22","225.0","20.78","4.81","38.46","4.62",496979646,34435024,1296363,498682392
"20:48:58 2008-Apr-22","224.0","20.19",0,0,0,477900271,33078437,1230678,479008530
"20:48:59 2008-Apr-22","225.0","20.00",0,0,0,496792151,34417021,1288390,497956705
"20:49:00 2008-Apr-22","224.0","19.24",0,0,0,487563643,33765808,1261372,488806538
"20:49:01 2008-Apr-22","225.0","18.47","23.3","310.68","8.16",502131916,34774914,1307669,499829733
"20:49:02 2008-Apr-22","225.0","22.17","13.13","105.05","8.08",487555636,33775933,1260614,486150371
"20:49:03 2008-Apr-22","225.0","10.19",0,0,0,529443611,36692174,1367579,517452067
"20:49:04 2008-Apr-22","224.0","12.79",0,0,0,524995273,36375997,1351106,512215479
"20:49:05 2008-Apr-22","226.0","17.39",0,0,0,493239190,34166301,1282673,493222373
"20:49:06 2008-Apr-22","225.0","21.37","11.54","138.46","6.92",491362055,34030416,1270058,492641827
"20:49:07 2008-Apr-22","224.0","19.24",0,0,0,487349884,33739630,1260987,487217690
"20:49:08 2008-Apr-22","225.0","21.68",0,0,0,496900124,34417213,1284022,496693355
"20:49:09 2008-Apr-22","224.0","15.56",0,0,0,506336345,35070828,1311631,498449166
"20:49:10 2008-Apr-22","226.0","20.10",0,0,0,497042583,34425514,1288486,498319991
"20:49:11 2008-Apr-22","224.0","20.80","13.21","150.94","7.92",494305273,34250403,1287930,496894746
"20:49:12 2008-Apr-22","225.0","20.10",0,0,0,480836084,33298820,1242760,482028690
"20:49:13 2008-Apr-22","225.0","20.89",0,0,0,496895252,34417298,1291599,497172206
"20:49:14 2008-Apr-22","225.0","20.33",0,0,0,477736291,33083161,1226316,477761459
"20:49:15 2008-Apr-22","224.0","20.19",0,0,0,496858068,34416739,1290589,498371390
"20:49:16 2008-Apr-22","225.0","20.89","12.5","138.46","7.69",478299796,33111280,1243390,480542528
"20:49:17 2008-Apr-22","225.0","20.32","3.96","31.68","3.17",497042680,34438261,1293976,499879419
"20:49:18 2008-Apr-22","225.0","21.18",0,0,0,483081808,33453437,1242836,484002870
"20:49:19 2008-Apr-22","225.0","20.31",0,0,0,491543429,34043133,1272042,491020879
"20:49:20 2008-Apr-22","224.0","13.09",0,0,0,525111207,36396830,1352462,515164525
"20:49:21 2008-Apr-22","225.0","20.19","13.27","163.27","7.76",478035270,33116698,1243688,479296025
"20:49:22 2008-Apr-22","225.0","20.70","2.88","23.08","3.46",496787730,34405815,1281352,495785318
"20:49:23 2008-Apr-22","226.0","12.76",0,0,0,515692134,35738789,1333909,505525978
"20:49:24 2008-Apr-22","224.0","20.30",0,0,0,487309771,33737985,1252828,487384051
"20:49:25 2008-Apr-22","225.0","15.68",0,0,0,506185620,35063662,1308970,499489331
"20:49:26 2008-Apr-22","225.0","10.88","13.86","158.42","7.13",534942839,37070142,1383317,523819593
"20:49:27 2008-Apr-22","225.0","16.62",0,0,0,496954150,34415685,1286900,494311402
"20:49:28 2008-Apr-22","226.0","21.16",0,0,0,487321571,33750914,1254956,487147783
"20:49:29 2008-Apr-22","225.0","19.70",0,0,0,487342858,33766381,1263128,488764204
"20:49:30 2008-Apr-22","226.0","19.42",0,0,0,477857828,33083674,1227363,478717284
"20:49:31 2008-Apr-22",225,"19.90",21,272,"8.8",497266931,34448578,1300309,500176900
"20:49:32 2008-Apr-22","224.0","21.26","3.88","31.07","3.11",477973585,33108138,1236597,479122180
"20:49:33 2008-Apr-22","225.0","19.90",0,0,0,496866611,34418547,1291310,498682028
"20:49:34 2008-Apr-22","225.0","20.32",0,0,0,477805631,33075120,1230111,478327894
"20:49:35 2008-Apr-22","225.0","20.00",0,0,0,486343226,33692850,1257508,487496200
"20:49:36 2008-Apr-22","224.0","20.12",18,192,"9.2",489086654,33869017,1278457,491511565
"20:49:37 2008-Apr-22","224.0","20.00","14.42","115.38","8.85",486990230,33735445,1262607,487948930
"20:49:38 2008-Apr-22","225.0","21.06",0,0,0,487845540,33793316,1254661,488732772
"20:49:39 2008-Apr-22","225.0","19.90",0,0,0,496786783,34413047,1287021,498099512
"20:49:40 2008-Apr-22","225.0","20.30",0,0,0,477741459,33076752,1227195,478549719
"20:49:41 2008-Apr-22","224.0","19.80",0,0,0,497139058,34452119,1298269,500275753
"20:49:42 2008-Apr-22","224.0","20.28","13.59","147.57","7.77",487425375,33750242,1256794,488485134
"20:49:43 2008-Apr-22","225.0","19.24",0,0,0,487285228,33736159,1259579,487853765
"20:49:44 2008-Apr-22","224.0","19.33",0,0,0,496729125,34411425,1277622,496423653
"20:49:45 2008-Apr-22","225.0","13.12",0,0,0,526362622,36471223,1360929,514777612
"20:49:46 2008-Apr-22","224.0","11.78",0,0,0,533619598,36985529,1382736,522233461
"20:49:47 2008-Apr-22","226.0","20.29","13.73","156.86","8.24",481384212,33137227,1283016,481267474
"20:49:48 2008-Apr-22","226.0","20.00",0,0,0,487306811,33743120,1254307,487606035
"20:49:49 2008-Apr-22","225.0","19.80",0,0,0,487306913,33742141,1260786,487986031
"20:49:50 2008-Apr-22","225.0","19.33",0,0,0,487388503,33756375,1255859,488741705
"20:49:51 2008-Apr-22","225.0","20.19",0,0,0,487762999,33777359,1272854,490017708
"20:49:52 2008-Apr-22","225.0","19.33","13.13","145.45","8.89",496969752,34408601,1288474,496894112
"20:49:53 2008-Apr-22","224.0","17.46",0,0,0,627201355,35870788,1696638,569619775
"20:49:54 2008-Apr-22","225.0","19.52",0,0,0,477779295,33084824,1230713,478470269
"20:49:55 2008-Apr-22","226.0","24.24",0,0,0,602448267,34154175,1629070,548941426
"20:49:56 2008-Apr-22","224.0","11.41",0,0,0,525638625,36414388,1374401,516424652
"20:49:57 2008-Apr-22","225.0","20.19","12.62","155.34","8.54",487448242,33777081,1269224,489478313
"20:49:58 2008-Apr-22","226.0","20.00",0,0,0,487172118,33737036,1256803,487981203
"20:49:59 2008-Apr-22","226.0","20.20",0,0,0,487384719,33745861,1259355,488143446
"20:50:00 2008-Apr-22","224.0","20.10",0,0,0,493490237,34190170,1272906,494578328
"20:50:01 2008-Apr-22","225.0","20.00",0,0,0,481406387,33340401,1256105,483487441
"20:50:02 2008-Apr-22","225.0","19.24","20.19","261.54","8.85",494063644,34218286,1275665,493424913
"20:50:03 2008-Apr-22","225.0","13.22",0,0,0,518347568,35930391,1343137,507648802
"20:50:04 2008-Apr-22","226.0","18.44",0,0,0,496680017,34405797,1277488,494656486
"20:50:05 2008-Apr-22","225.0","20.19",0,0,0,487335735,33745573,1258683,487915495
"20:50:06 2008-Apr-22","226.0","20.00",0,0,0,487598176,33776056,1263303,489783948
"20:50:07 2008-Apr-22","225.0","20.00","15.38","176.92","9.62",487413910,33759816,1264025,489289741
"20:50:08 2008-Apr-22","225.0","21.94",0,0,0,485480188,33612257,1250249,485708804
"20:50:09 2008-Apr-22","225.0","19.24",0,0,0,489047802,33879846,1265477,489826502
"20:50:10 2008-Apr-22","226.0","19.90",0,0,0,487232479,33735319,1252649,487845449
"20:50:11 2008-Apr-22","224.0","21.06",0,0,0,495953114,34356817,1291388,497853257
"20:50:12 2008-Apr-22","224.0","19.33","15.38","176.92","9.23",488620521,33855618,1263693,489796747
"20:50:13 2008-Apr-22","225.0","20.10",0,0,0,496395308,34384220,1291514,497850805
"20:50:14 2008-Apr-22","224.0","11.31",0,0,0,525611341,36411386,1351067,513792845
"20:50:15 2008-Apr-22","225.0","12.71",0,0,0,515743992,35745450,1332562,504792417
"20:50:16 2008-Apr-22","225.0","19.90",0,0,0,487776887,33774819,1271423,489495677
"20:50:17 2008-Apr-22","226.0","19.42","21.9","236.19","12.95",478075362,33106247,1242792,479947606
"20:50:18 2008-Apr-22","225.0","19.90",0,0,0,496757018,34413653,1281527,497838184
"20:50:19 2008-Apr-22","226.0","20.19",0,0,0,491500800,34035931,1272216,491962615
"20:50:20 2008-Apr-22","224.0","20.10",0,0,0,483103609,33452508,1241507,483213850
"20:50:21 2008-Apr-22","225.0","20.00",0,0,0,497150777,34450947,1297491,499988829
"20:50:22 2008-Apr-22","225.0","20.20","14.29","167.62","10.29",479106320,33161905,1235176,479746571
"20:50:23 2008-Apr-22","225.0","19.22",0,0,0,495828196,34331881,1282869,494660454
"20:50:24 2008-Apr-22","225.0","19.33",0,0,0,498174449,34504533,1279924,497390128
"20:50:25 2008-Apr-22","225.0","19.90",0,0,0,495456054,34307081,1280148,496543794
"20:50:26 2008-Apr-22","225.0","20.19",0,0,0,487709829,33768215,1267035,488912969
"20:50:27 2008-Apr-22","224.0","12.56","20.19","284.62",10,517805167,35876993,1340175,507371674
"20:50:28 2008-Apr-22","225.0","19.42",0,0,0,494839404,34258523,1271254,494458881
"20:50:29 2008-Apr-22","225.0","20.78",0,0,0,477930943,33098591,1238873,478839857
"20:50:30 2008-Apr-22","225.0","20.92",0,0,0,493864522,34220568,1272724,495095422
"20:50:31 2008-Apr-22","225.0","19.33",0,0,0,481315699,33331026,1255063,483704448
"20:50:32 2008-Apr-22","226.0","19.90",17,184,"9.6",496943852,34421508,1287853,498315457
"20:50:33 2008-Apr-22","224.0","20.20",0,0,0,487529285,33770717,1264541,488384616
"20:50:34 2008-Apr-22","225.0","11.58",0,0,0,534448117,37031326,1370395,521485710
"20:50:35 2008-Apr-22","225.0","11.18",0,0,0,515760581,35731663,1331670,503908784
"20:50:36 2008-Apr-22","226.0","17.96",0,0,0,514592320,35661079,1336923,510621822
"20:50:37 2008-Apr-22","226.0","20.10","14.29","152.38","9.52",479734627,33220543,1248849,481626618
"20:50:38 2008-Apr-22","225.0","19.42",0,0,0,497315301,34454574,1296247,500055931
"20:50:39 2008-Apr-22","226.0","19.90",0,0,0,478203732,33134355,1246113,481165064
"20:50:40 2008-Apr-22","225.0","20.00",0,0,0,497226798,34431471,1287888,499275175
"20:50:41 2008-Apr-22","225.0","20.10",0,0,0,497233227,34443766,1314950,503085904
"20:50:42 2008-Apr-22","224.0","20.10","22.33","233.01","12.43",483813898,33523373,1259121,486085736
"20:50:43 2008-Apr-22","226.0","20.29",0,0,0,501792295,34757158,1311598,504643081
"20:50:44 2008-Apr-22","226.0","20.10",0,0,0,487385360,33753601,1255377,488564583
"20:50:45 2008-Apr-22","225.0","20.00",0,0,0,487487056,33769756,1259322,489072989
"20:50:46 2008-Apr-22","225.0","20.00",0,0,0,487246069,33744259,1257485,488282627
"20:50:47 2008-Apr-22","225.0","19.24",15,160,"9.6",500424465,34474052,1348247,502213601
"20:50:48 2008-Apr-22","225.0","20.19",0,0,0,487312521,33753082,1256169,487342530
"20:50:49 2008-Apr-22","225.0","12.72",0,0,0,526499138,36477988,1364888,514618087
"20:50:50 2008-Apr-22","226.0","18.54",0,0,0,505231957,34996632,1304090,500554323
"20:50:51 2008-Apr-22","226.0","13.79",0,0,0,514785036,35664179,1340544,506303232
"20:50:52 2008-Apr-22","226.0","19.24","24.75","245.54","13.86",489151565,33871422,1274225,491319175
"20:50:53 2008-Apr-22","226.0","20.96",0,0,0,496971567,34427814,1289914,498836090
"20:50:54 2008-Apr-22","225.5","20.89",0,0,0,487286383,33738325,1254610,486225567
"20:50:55 2008-Apr-22","225.0","12.73",0,0,0,523529875,36271931,1361870,513009746
"20:50:56 2008-Apr-22","225.0","17.16",0,0,0,508885199,35256640,1327049,503195182
"20:50:57 2008-Apr-22","226.0","18.53","21.15","269.23","9.23",497490236,34459928,1309339,497409349
"20:50:58 2008-Apr-22","225.0","20.10",0,0,0,487349448,33743087,1258020,486765420
"20:50:59 2008-Apr-22","226.0","12.61",0,0,0,528682525,36642744,1368400,517346188
"20:51:00 2008-Apr-22","226.0","18.60",0,0,0,502866421,34825822,1295458,499688455
